/Users/shivendra/Desktop/RL_David_Silver/venv/bin/python /Applications/PyCharm.app/Contents/helpers/pydev/pydevconsole.py 59792 59793
import sys; print('Python %s on %s' % (sys.version, sys.platform))
sys.path.extend(['/Users/shivendra/Desktop/Udacity/AI_Robotics'])
PyDev console: starting.
Python 3.6.5 (v3.6.5:f59c0932b4, Mar 28 2018, 03:03:55) 
[GCC 4.2.1 (Apple Inc. build 5666) (dot 3)] on darwin
runfile('/Users/shivendra/Desktop/RL_David_Silver/Tic-Tac-Toe/comp_vs_comp_training.py', wdir='/Users/shivendra/Desktop/RL_David_Silver/Tic-Tac-Toe')
Rounds done = 4560000 | Wins = 9718 | Losses = 126
Rounds done = 4570000 | Wins = 9682 | Losses = 156
Rounds done = 4580000 | Wins = 9755 | Losses = 129
Rounds done = 4590000 | Wins = 9737 | Losses = 150
Rounds done = 4600000 | Wins = 9689 | Losses = 159
Rounds done = 4610000 | Wins = 9700 | Losses = 161
Rounds done = 4620000 | Wins = 9634 | Losses = 203
Rounds done = 4630000 | Wins = 9741 | Losses = 127
Rounds done = 4640000 | Wins = 9686 | Losses = 180
Rounds done = 4650000 | Wins = 9645 | Losses = 206
Rounds done = 4660000 | Wins = 9740 | Losses = 129
Rounds done = 4670000 | Wins = 9665 | Losses = 180
Rounds done = 4680000 | Wins = 9702 | Losses = 125
Rounds done = 4690000 | Wins = 9732 | Losses = 124
Rounds done = 4700000 | Wins = 9738 | Losses = 140
Rounds done = 4710000 | Wins = 9713 | Losses = 164
Rounds done = 4720000 | Wins = 9684 | Losses = 182
Rounds done = 4730000 | Wins = 9644 | Losses = 201
Rounds done = 4740000 | Wins = 9654 | Losses = 184
Rounds done = 4750000 | Wins = 9725 | Losses = 131
Rounds done = 4760000 | Wins = 9631 | Losses = 186
Rounds done = 4770000 | Wins = 9652 | Losses = 192
Rounds done = 4780000 | Wins = 9748 | Losses = 140
Rounds done = 4790000 | Wins = 9702 | Losses = 120
Rounds done = 4800000 | Wins = 9733 | Losses = 152
Rounds done = 4810000 | Wins = 9637 | Losses = 218
Rounds done = 4820000 | Wins = 9642 | Losses = 194
Rounds done = 4830000 | Wins = 9683 | Losses = 182
Rounds done = 4840000 | Wins = 9755 | Losses = 134
Rounds done = 4850000 | Wins = 9715 | Losses = 146
Rounds done = 4860000 | Wins = 9697 | Losses = 159
Rounds done = 4870000 | Wins = 9684 | Losses = 152
Rounds done = 4880000 | Wins = 9679 | Losses = 171
Rounds done = 4890000 | Wins = 9650 | Losses = 185
Rounds done = 4900000 | Wins = 9593 | Losses = 219
Rounds done = 4910000 | Wins = 9682 | Losses = 163
Rounds done = 4920000 | Wins = 9674 | Losses = 168
Rounds done = 4930000 | Wins = 9718 | Losses = 146
Rounds done = 4940000 | Wins = 9673 | Losses = 164
Rounds done = 4950000 | Wins = 9729 | Losses = 133
Rounds done = 4960000 | Wins = 9650 | Losses = 162
Rounds done = 4970000 | Wins = 9616 | Losses = 164
Rounds done = 4980000 | Wins = 9698 | Losses = 155
Rounds done = 4990000 | Wins = 9704 | Losses = 124
First turn by random players = 50.02168%
Time taken = 589.7594308853149
Process finished with exit code 0
